"NptgLocalityCode","OldNptgLocalityCode","LocalityName","LocalityNameLang","ShortName","ShortNameLang","QualifierName","QualifierNameLang","QualifierLocalityRef","QualifierDistrictRef","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"N0068416","N0079435","Direcleit","GD","","EN","","EN","","","2010-12-06T15:30:32","2010-12-06T15:30:32",0,"new"
"N0068508","N0079436","Plocrapol","GD","","EN","","EN","","","2010-12-06T15:30:58","2010-12-06T15:30:58",0,"new"
"N0068519","N0079437","Roghadal","GD","","EN","","EN","","","2010-12-06T15:31:07","2010-12-06T15:31:07",0,"new"
"N0068479","N0079438","An t-Ob","GD","","EN","","EN","","","2010-12-06T15:30:13","2010-12-06T15:30:13",0,"new"
"N0068540","N0079439","Srannda","GD","","EN","","EN","","","2010-12-06T15:31:32","2010-12-06T15:31:32",0,"new"
"N0068377","N0079440","Cairminis","GD","","EN","","EN","","","2013-09-02T11:10:08","2013-09-02T11:10:08",0,"new"
"N0068502","N0079441","Taobh Tuath","GD","","EN","","EN","","","2010-12-06T15:31:38","2010-12-06T15:31:38",0,"new"
"N0068358","N0079442","Na Buirgh","GD","","EN","","EN","","","2010-12-06T15:30:45","2010-12-06T15:30:45",0,"new"
"N0079444","N0079445","Sgarasta Bheag","GD","","EN","","EN","","","2010-12-06T15:34:55","2010-12-06T15:34:55",0,"new"
"N0079443","N0079446","Sgarasta Mhor","GD","","EN","","EN","","","2010-12-06T15:35:03","2010-12-06T15:35:03",0,"new"
"N0068424","N0079450","Cille Bhrighde an Ear","GD","","EN","","EN","","","2010-12-07T14:35:42","2010-12-07T14:35:42",0,"new"
"N0068439","N0079451","Gearraidh na Monadh","GD","","EN","","EN","","","2010-12-07T14:36:09","2010-12-07T14:36:09",0,"new"
"N0068473","N0079452","Cille Pheadair","GD","","EN","","EN","","","2010-12-07T14:36:01","2010-12-07T14:36:01",0,"new"
"N0068481","N0079453","Lionacuidhe","GD","","EN","","EN","","","2010-12-07T14:38:20","2010-12-07T14:38:20",0,"new"
"N0077289","N0079454","Loch Baghasdail","GD","","EN","","EN","","","2010-12-07T14:36:35","2010-12-07T14:36:35",0,"new"
"N0068500","N0079455","Baghasdal","GD","","EN","","EN","","","2010-12-07T14:35:21","2010-12-07T14:35:21",0,"new"
"N0068533","N0079456","Smeircleit","GD","","EN","","EN","","","2010-12-07T14:36:49","2010-12-07T14:36:49",0,"new"
"N0068535","N0079457","Gleann Dail bho Dheas","GD","","EN","","EN","","","2010-12-07T14:36:25","2010-12-07T14:36:25",0,"new"
"N0068536","N0079458","Ceann a Deas Loch Baghasdail","GD","","EN","","EN","","","2010-12-07T14:35:30","2010-12-07T14:35:30",0,"new"
"N0078111","N0079459","Geirinis","GD","","EN","","EN","","","2010-12-07T14:36:17","2010-12-07T14:36:17",0,"new"
"N0068559","N0079460","Cille Bhrighde an Iar","GD","","EN","","EN","","","2010-12-07T14:35:52","2010-12-07T14:35:52",0,"new"
"N0079461","N0079462","Aird a'Mhachair","GD","","EN","","EN","","","2010-12-07T15:30:39","2010-12-07T15:30:39",0,"new"
"N0079463","N0079464","Aisgernis","GD","","EN","","EN","","","2010-12-07T15:30:49","2010-12-07T15:30:49",0,"new"
"N0079465","N0079466","Baile Gharbhaidh","GD","","EN","","EN","","","2010-12-07T15:30:59","2010-12-07T15:30:59",0,"new"
"N0079467","N0079468","Bornais","GD","","EN","","EN","","","2010-12-07T15:31:08","2010-12-07T15:31:08",0,"new"
"N0079469","N0079470","Caltanais","GD","","EN","","EN","","","2010-12-07T15:31:19","2010-12-07T15:31:19",0,"new"
"N0079472","N0079473","Geirinis an Ear","GD","","EN","","EN","","","2010-12-07T15:53:30","2010-12-07T15:53:30",0,"new"
"N0079474","N0079475","Groigearraidh","GD","","EN","","EN","","","2010-12-07T15:53:48","2010-12-07T15:53:48",0,"new"
"N0079476","N0079477","Tholmair","GD","","EN","","EN","","","2010-12-07T15:54:32","2010-12-07T15:54:32",0,"new"
"N0079478","N0079479","Tobha Beag","GD","","EN","","EN","","","2010-12-07T15:54:41","2010-12-07T15:54:41",0,"new"
"N0079480","N0079481","Tobha Mor","GD","","EN","","EN","","","2010-12-07T15:54:51","2010-12-07T15:54:51",0,"new"
"N0079482","N0079483","Cill Donnain","GD","","EN","Isle of South Uist","EN","","","2010-12-07T15:53:19","2010-12-07T15:53:19",0,"new"
"N0079484","N0079485","Loch a' Charnain","GD","","EN","","EN","","","2010-12-07T15:53:59","2010-12-07T15:53:59",0,"new"
"N0079486","N0079487","Loch Sgiopoirt","GD","","EN","","EN","","","2010-12-07T15:54:09","2010-12-07T15:54:09",0,"new"
"N0079489","N0079490","Gleann Dail bho Thuath","GD","","EN","","EN","","","2010-12-07T15:53:40","2010-12-07T15:53:40",0,"new"
"N0079491","N0079492","Ceann a Tuath Loch Baghasdail","GD","","EN","","EN","","","2010-12-07T15:53:11","2010-12-07T15:53:11",0,"new"
"N0079493","N0079494","Taobh a Tuath Loch Aineort","GD","","EN","","EN","","","2010-12-07T15:54:23","2010-12-07T15:54:23",0,"new"
"N0079495","N0079496","Poll a' Charra","GD","","EN","","EN","","","2010-12-07T15:54:17","2010-12-07T15:54:17",0,"new"
"N0079497","N0079498","Rubha Ghaisinis","GD","","EN","","EN","","","2010-12-07T16:05:34","2010-12-07T16:05:34",0,"new"
"N0079499","N0079500","Sanndabhaig","GD","","EN","Uibhist a Deas","GD","","","2010-12-07T16:05:42","2010-12-07T16:05:42",0,"new"
"N0079501","N0079502","Leth Meadhanach","GD","","EN","","EN","","","2010-12-07T16:05:22","2010-12-07T16:05:22",0,"new"
"N0079503","N0079504","Taob a Deas Loch Aineort","GD","","EN","","EN","","","2011-01-05T14:11:26","2011-01-05T14:11:26",0,"new"
"N0079505","N0079506","Stadhlaigearraidh","GD","","EN","","EN","","","2010-12-07T16:05:54","2010-12-07T16:05:54",0,"new"
"N0079507","N0079508","Staoinebrig","GD","","EN","","EN","","","2010-12-07T16:06:01","2010-12-07T16:06:01",0,"new"
"N0068499","N0079513","Port nan Long","GD","","EN","","EN","","","2011-01-05T14:11:08","2011-01-05T14:11:08",0,"new"
"N0068382","N0079514","Bagh a Chaise","GD","","EN","","EN","","","2011-01-05T14:10:15","2011-01-05T14:10:15",0,"new"
"N0068355","N0079515","Blathaisbhal","GD","","EN","","EN","","","2011-01-05T14:10:35","2011-01-05T14:10:35",0,"new"
"N0068542","N0079516","Sruth Mor","GD","","EN","","EN","","","2011-01-05T14:11:22","2011-01-05T14:11:22",0,"new"
"ES002449","N0079517","Loch nam Madadh","GD","","EN","","EN","","","2011-01-05T14:11:02","2011-01-05T14:11:02",0,"new"
"N0068385","N0079518","Clachan-a-Luib","GD","","EN","","EN","","","2011-01-05T14:10:39","2011-01-05T14:10:39",0,"new"
"N0068487","N0079519","Loch Euphort","GD","","EN","","EN","","","2011-01-05T14:10:59","2011-01-05T14:10:59",0,"new"
"N0068530","N0079520","Saighdinis","GD","","EN","","EN","","","2011-01-05T14:11:14","2011-01-05T14:11:14",0,"new"
"N0068388","N0079521","Cladach Iolaraigh","GD","","EN","","EN","","","2011-01-05T14:10:47","2011-01-05T14:10:47",0,"new"
"N0068389","N0079522","Cladach Chirceboist","GD","","EN","","EN","","","2011-01-05T14:10:43","2011-01-05T14:10:43",0,"new"
"N0068338","N0079523","Baile Mor","GD","","EN","","EN","","","2011-01-05T14:10:26","2011-01-05T14:10:26",0,"new"
"N0068345","N0079524","Baile Raghnill","GD","","EN","","EN","","","2011-01-05T14:10:30","2011-01-05T14:10:30",0,"new"
"N0068455","N0079525","Hogha Gearraidh","GD","","EN","","EN","","","2011-01-05T14:10:55","2011-01-05T14:10:55",0,"new"
"N0068548","N0079526","Tigh a' Ghearraidh","GD","","EN","","EN","","","2011-01-05T14:11:30","2011-01-05T14:11:30",0,"new"
"N0068344","N0079527","Baile Mhartainn","GD","","EN","","EN","","","2011-01-05T14:10:21","2011-01-05T14:10:21",0,"new"
"N0068534","N0079528","Solas","GD","","EN","","EN","","","2011-01-05T14:11:18","2011-01-05T14:11:18",0,"new"
"N0068449","N0079529","Greinetobht","GD","","EN","","EN","","","2011-01-05T14:10:51","2011-01-05T14:10:51",0,"new"
"N0068554","N0079530","Trumaisgearraidh","GD","","EN","","EN","","","2011-01-05T14:11:34","2011-01-05T14:11:34",0,"new"
"N0079531","N0079552","Cladach a' Chaolais","GD","","EN","","EN","","","2011-01-06T10:31:37","2011-01-06T10:31:37",0,"new"
"N0079532","N0079553","Caolas Phaibeil","GD","","EN","","EN","","","2011-01-06T10:31:09","2011-01-06T10:31:09",0,"new"
"N0079533","N0079554","Ceann a' Bhaigh","GD","","EN","Uibhist a Tuath","GD","","","2011-01-06T10:31:13","2011-01-06T10:31:13",0,"new"
"N0079534","N0079555","Paibeil","GD","","EN","","EN","","","2011-01-06T10:32:14","2011-01-06T10:32:14",0,"new"
"N0079535","N0079556","Paiblesgearraidh","GD","","EN","","EN","","","2011-01-06T10:32:18","2011-01-06T10:32:18",0,"new"
"N0079538","N0079557","Griminis","GD","","EN","Uibhist a Tuath","GD","","","2011-01-06T10:31:52","2011-01-06T10:31:52",0,"new"
"N0079539","N0079558","Cladach Bhalaigh","GD","","EN","","EN","","","2011-01-06T10:31:41","2011-01-06T10:31:41",0,"new"
"N0079540","N0079559","Bhallaigh","GD","","EN","","EN","","","2011-01-06T10:31:01","2011-01-06T10:31:01",0,"new"
"N0079541","N0079560","Malacleit","GD","","EN","","EN","","","2011-01-06T10:31:59","2011-01-06T10:31:59",0,"new"
"N0079542","N0079561","Ceathramh Meadhanach","GD","","EN","","EN","","","2011-01-06T10:31:18","2011-01-06T10:31:18",0,"new"
"N0079543","N0079562","Ath Mor","GD","","EN","","EN","","","2011-01-06T10:30:52","2011-01-06T10:30:52",0,"new"
"N0079544","N0079563","Otairnis","GD","","EN","","EN","","","2011-01-06T10:32:02","2011-01-06T10:32:02",0,"new"
"N0079545","N0079564","Clachan Shannda","GD","","EN","","EN","","","2011-01-06T10:31:21","2011-01-06T10:31:21",0,"new"
"N0079546","N0079565","Sponais","GD","","EN","","EN","","","2011-01-06T10:32:23","2011-01-06T10:32:23",0,"new"
"N0079547","N0079566","Langais","GD","","EN","","EN","","","2011-01-06T10:31:56","2011-01-06T10:31:56",0,"new"
"N0079548","N0079567","Cnoc Cuidhein","GD","","EN","","EN","","","2011-01-06T10:31:48","2011-01-06T10:31:48",0,"new"
"N0079549","N0079568","Cladach Chairinis","GD","","EN","","EN","","","2011-01-06T10:31:45","2011-01-06T10:31:45",0,"new"
"N0079569","N0079570","Cairinis","GD","","EN","","EN","","","2011-01-06T10:31:06","2011-01-06T10:31:06",0,"new"
"N0079550","N0079571","Cladach a' Baile Shear","GD","","EN","","EN","","","2011-01-06T10:31:33","2011-01-06T10:31:33",0,"new"
"N0079572","N0079573","Samhla","GD","","EN","","EN","","","2011-01-06T11:59:06","2011-01-06T11:59:06",0,"new"
"N0079574","N0079575","Iolaraigh","GD","","EN","","EN","","","2011-01-06T11:58:52","2011-01-06T11:58:52",0,"new"
"N0079584","N0079585","Bragar bho Dheas","GD","","EN","","EN","","","2011-01-21T11:36:16","2011-01-21T11:36:16",0,"new"
"N0079583","N0079586","Bragar bho Thuath","GD","","EN","","EN","","","2011-01-21T11:36:21","2011-01-21T11:36:21",0,"new"
"N0079588","N0079591","Siabost bho Thuath","GD","","EN","","EN","","","2011-01-21T11:57:55","2011-01-21T11:57:55",0,"new"
"N0079589","N0079592","Siabost bho Dheas","GD","","EN","","EN","","","2011-01-21T11:57:51","2011-01-21T11:57:51",0,"new"
"N0079590","N0079593","Pairc Shiaboist","GD","","EN","","EN","","","2011-01-21T11:57:45","2011-01-21T11:57:45",0,"new"
"N0079595","N0079601","Cnoc Charlabhaigh","GD","","EN","","EN","","","2011-01-21T12:25:24","2011-01-21T12:25:24",0,"new"
"N0079596","N0079602","Borghastan","GD","","EN","","EN","","","2011-01-21T12:25:18","2011-01-21T12:25:18",0,"new"
"N0079597","N0079603","Na Gearrannan","GD","","EN","","EN","","","2011-01-21T12:25:38","2011-01-21T12:25:38",0,"new"
"N0079598","N0079604","Ciribhig","GD","","EN","","EN","","","2013-10-08T09:46:16","2013-10-08T09:46:16",0,"new"
"N0079599","N0079606","Dun Charlabhaigh","GD","","EN","","EN","","","2011-01-21T12:25:32","2011-01-21T12:25:32",0,"new"
"N0079600","N0079607","Pairc Charlabhaigh","GD","","EN","","EN","","","2011-01-21T12:25:44","2011-01-21T12:25:44",0,"new"
"N0079608","N0079614","Bru","GD","","EN","","EN","","","2011-01-21T12:49:47","2011-01-21T12:49:47",0,"new"
"N0079610","N0079615","Dail Mor","GD","","EN","","EN","","","2011-01-21T12:50:01","2011-01-21T12:50:01",0,"new"
"N0079611","N0079616","Calanais","GD","","EN","","EN","","","2011-01-21T12:50:12","2011-01-21T12:50:12",0,"new"
"N0079612","N0079617","Gearraidh na h-Aibhne","GD","","EN","","EN","","","2011-01-21T12:50:23","2011-01-21T12:50:23",0,"new"
"N0079613","N0079618","Loch a' Ghainmhich","GD","","EN","","EN","","","2011-01-21T12:50:41","2011-01-21T12:50:41",0,"new"
"ES000614","N0079619","Carlabhagh","GD","","EN","","EN","","","2011-01-21T12:55:31","2011-01-21T12:55:31",0,"new"
"N0068361","N0079620","Breascleit","GD","","EN","","EN","","","2011-01-21T12:55:20","2011-01-21T12:55:20",0,"new"
"N0078110","N0079621","Acha Mor","GD","","EN","","EN","","","2011-01-21T12:55:12","2011-01-21T12:55:12",0,"new"
"N0079623","N0079624","An Gleann Ur","GD","","EN","","EN","","","2011-02-10T08:48:26","2011-02-10T08:48:26",0,"new"
"N0079627","N0079628","Achadh a Phlastair","GD","","EN","","EN","","","2011-02-10T08:48:18","2011-02-10T08:48:18",0,"new"
"N0079631","N0079632","Steinis","GD","","EN","","EN","","","2011-02-10T08:48:33","2011-02-10T08:48:33",0,"new"
"N0078332","N0079634","Bruach Mairi","GD","","EN","","EN","","","2011-02-10T09:05:58","2011-02-10T09:05:58",0,"new"
"ES002315","N0079635","Beinn na Saighde","GD","","EN","","EN","","","2011-02-10T09:05:35","2011-02-10T09:05:35",0,"new"
"N0079636","N0079637","Ceann nam Buailtean","GD","","EN","","EN","","","2011-02-10T09:06:09","2011-02-10T09:06:09",0,"new"
"N0079638","N0079639","Tolm","GD","","EN","","EN","","","2011-02-10T09:06:36","2011-02-10T09:06:36",0,"new"
"N0079640","N0079641","Mealabost","GD","","EN","","EN","","","2011-02-10T09:06:25","2011-02-10T09:06:25",0,"new"
"N0079642","N0079643","Cnoc","GD","","EN","Leodhas","GD","","","2011-02-10T09:06:17","2011-02-10T09:06:17",0,"new"
"N0079644","N0079645","Braigh na h-Aoidhe","GD","","EN","","EN","","","2011-02-10T09:05:44","2011-02-10T09:05:44",0,"new"
"N0079646","N0079647","Suardail","GD","","EN","","EN","","","2011-02-10T09:23:52","2011-02-10T09:23:52",0,"new"
"N0079648","N0079649","Port nan Giuran","GD","","EN","","EN","","","2011-02-10T09:23:47","2011-02-10T09:23:47",0,"new"
"N0079650","N0079651","Brocair","GD","","EN","","EN","","","2011-02-10T09:23:37","2011-02-10T09:23:37",0,"new"
"N0079653","N0079654","Pabail","GD","","EN","","EN","","","2011-02-10T09:23:42","2011-02-10T09:23:42",0,"new"
"N0079655","N0079656","Mol Shanndabhaig","GD","","EN","","EN","","","2011-02-10T09:28:17","2011-02-10T09:28:17",0,"new"
"N0079658","N0079659","Garrabost Uarach","GD","","EN","","EN","","","2011-02-10T09:34:28","2011-02-10T09:34:28",0,"new"
"N0079660","N0079661","Garrabost Iarach","GD","","EN","","EN","","","2011-02-10T09:34:19","2011-02-10T09:34:19",0,"new"
"N0079662","N0079663","Garrabost Ur","GD","","EN","","EN","","","2011-02-10T09:38:32","2011-02-10T09:38:32",0,"new"
"N0079665","N0079666","Pabail Uarach","GD","","EN","","EN","","","2011-02-11T10:33:44","2011-02-11T10:33:44",0,"new"
"N0079667","N0079668","Baile na h-Iolaire","GD","","EN","","EN","","","2011-02-11T10:33:33","2011-02-11T10:33:33",0,"new"
"N0079670","N0079671","Gearraidh Sgor","GD","","EN","","EN","","","2011-02-11T10:33:39","2011-02-11T10:33:39",0,"new"
"ES001623","N0079672","Cnon nan Gobhar","GD","","EN","","EN","","","2011-02-11T10:35:36","2011-02-11T10:35:36",0,"new"
"N0079673","N0079674","Airinis","GD","","EN","","EN","","","2011-02-11T14:00:49","2011-02-11T14:00:49",0,"new"
"N0079675","N0079676","Cuidhir","GD","","EN","Leodhas","GD","","","2011-02-11T14:02:09","2011-02-11T14:02:09",0,"new"
"N0079677","N0079678","Crosbost","GD","","EN","","EN","","","2011-02-11T14:01:53","2011-02-11T14:01:53",0,"new"
"N0079679","N0079680","Fidgearraidh","GD","","EN","","EN","","","2011-02-11T14:02:32","2011-02-11T14:02:32",0,"new"
"N0079681","N0079682","Glib Cheois","GD","","EN","","EN","","","2011-02-11T14:02:58","2011-02-11T14:02:58",0,"new"
"N0079683","N0079684","Lacasaidh","GD","","EN","","EN","","","2011-02-11T14:03:38","2011-02-11T14:03:38",0,"new"
"N0079685","N0079686","Sildinis","GD","","EN","","EN","","","2011-02-11T14:04:37","2011-02-11T14:04:37",0,"new"
"N0079687","N0079688","Tabost","GD","","EN","Ceann a Deas nan Loch","GD","","","2011-02-11T14:04:49","2011-02-11T14:04:49",0,"new"
"N0079689","N0079690","Cearsiadar","GD","","EN","","EN","","","2011-02-11T14:01:28","2011-02-11T14:01:28",0,"new"
"N0079691","N0079692","Gearraidh Bhaird","GD","","EN","","EN","","","2011-02-11T14:02:40","2011-02-11T14:02:40",0,"new"
"N0079693","N0079694","Cabharstadh","GD","","EN","","EN","","","2011-02-11T14:01:15","2011-02-11T14:01:15",0,"new"
"N0079695","N0079696","Grabhair","GD","","EN","","EN","","","2011-02-11T14:03:26","2011-02-11T14:03:26",0,"new"
"N0079697","N0079698","Crobeag","GD","","EN","","EN","","","2011-02-11T14:01:46","2011-02-11T14:01:46",0,"new"
"N0079700","N0079701","Marbhig","GD","","EN","","EN","","","2011-02-11T14:04:13","2011-02-11T14:04:13",0,"new"
"N0079702","N0079703","Leumrabhagh","GD","","EN","","EN","","","2011-02-11T14:03:48","2011-02-11T14:03:48",0,"new"
"N0079704","N0079705","Eisgein","GD","","EN","","EN","","","2011-02-11T14:02:18","2011-02-11T14:02:18",0,"new"
"N0079706","N0079707","Airidh a Bhruaich","GD","","EN","","EN","","","2011-02-11T14:00:35","2011-02-11T14:00:35",0,"new"
"N0079708","N0079709","Ath Linne","GD","","EN","","EN","","","2011-02-11T14:01:02","2011-02-11T14:01:02",0,"new"
"N0079711","N0079712","Carnais","GD","","EN","","EN","","","2011-02-14T14:54:08","2011-02-14T14:54:08",0,"new"
"N0079713","N0079725","Miabhaig","GD","","EN","Leodhas","GD","","","2011-02-14T15:21:16","2011-02-14T15:21:16",0,"new"
"N0079714","N0079726","Bhaltos","GD","","EN","Leodhas","GD","","","2011-02-14T15:20:13","2011-02-14T15:20:13",0,"new"
"N0079715","N0079727","Cnip","GD","","EN","","EN","","","2011-02-14T15:20:33","2011-02-14T15:20:33",0,"new"
"N0079716","N0079728","Uigean","GD","","EN","","EN","","","2011-02-14T15:21:25","2011-02-14T15:21:25",0,"new"
"N0079717","N0079729","Giosla","GD","","EN","","EN","","","2011-02-14T15:20:48","2011-02-14T15:20:48",0,"new"
"N0079719","N0079730","Lundal","GD","","EN","","EN","","","2011-02-14T15:21:07","2011-02-14T15:21:07",0,"new"
"N0079720","N0079731","Crulabhig","GD","","EN","","EN","","","2011-02-14T15:20:40","2011-02-14T15:20:40",0,"new"
"N0079721","N0079732","Linsiadar","GD","","EN","","EN","","","2011-02-14T15:21:00","2011-02-14T15:21:00",0,"new"
"N0079722","N0079733","Ungisiadar","GD","","EN","","EN","","","2011-02-14T15:21:41","2011-02-14T15:21:41",0,"new"
"N0079723","N0079734","Breibhig","GD","","EN","Leodhas","GD","","","2011-02-14T15:20:22","2011-02-14T15:20:22",0,"new"
"N0079724","N0079735","Bac","GD","","EN","","EN","","","2011-02-14T15:20:00","2011-02-14T15:20:00",0,"new"
"ES002453","N0079736","Ceos","GD","","EN","","EN","","","2011-02-14T15:32:04","2011-02-14T15:32:04",0,"new"
"N0068408","N0079737","Cromor","GD","","EN","","EN","","","2011-02-14T15:32:20","2011-02-14T15:32:20",0,"new"
"N0068362","N0079738","Breanais","GD","","EN","","EN","","","2011-02-14T15:31:58","2011-02-14T15:31:58",0,"new"
"N0068462","N0079739","Islibhig","GD","","EN","","EN","","","2011-02-14T15:32:29","2011-02-14T15:32:29",0,"new"
"N0068491","N0079740","Mangurstadh","GD","","EN","","EN","","","2011-02-14T15:32:33","2011-02-14T15:32:33",0,"new"
"N0068332","N0079741","Eadar Dha Fhadhail","GD","","EN","","EN","","","2011-02-14T15:32:25","2011-02-14T15:32:25",0,"new"
"N0068550","N0079742","Timsgearraidh","GD","","EN","","EN","","","2011-02-14T15:32:38","2011-02-14T15:32:38",0,"new"
"N0068411","N0079743","Cradhlastadh","GD","","EN","","EN","","","2011-02-14T15:32:16","2011-02-14T15:32:16",0,"new"
"N0068393","N0079744","Cliobh","GD","","EN","","EN","","","2011-02-14T15:40:43","2011-02-14T15:40:43",0,"new"
"N0068518","N0079745","Riof","GD","","EN","","EN","","","2011-02-14T15:41:03","2011-02-14T15:41:03",0,"new"
"N0068376","N0079746","Cairisiadar","GD","","EN","","EN","","","2011-02-14T15:40:28","2011-02-14T15:40:28",0,"new"
"N0068443","N0079747","Geisiadar","GD","","EN","","EN","","","2011-02-14T15:40:51","2011-02-14T15:40:51",0,"new"
"N0068426","N0079748","Eanacleit","GD","","EN","","EN","","","2011-02-14T15:40:47","2011-02-14T15:40:47",0,"new"
"N0068422","N0079749","Iarsiadar","GD","","EN","","EN","","","2011-02-14T15:40:58","2011-02-14T15:40:58",0,"new"
"ES001678","N0079750","Griais","GD","","EN","","EN","","","2011-02-14T15:40:54","2011-02-14T15:40:54",0,"new"
"N0079751","N0079752","Aird Thunga","GD","","EN","","EN","","","2011-02-14T15:52:37","2011-02-14T15:52:37",0,"new"
"N0079753","N0079754","Coll Uarach","GD","","EN","","EN","","","2011-02-14T15:53:05","2011-02-14T15:53:05",0,"new"
"N0079755","N0079758","Gleann Tholastaidh","GD","","EN","","EN","","","2011-02-14T15:53:12","2011-02-14T15:53:12",0,"new"
"N0079756","N0079759","Baile Ur Tholastaidh","GD","","EN","","EN","","","2011-02-14T15:52:46","2011-02-14T15:52:46",0,"new"
"N0079760","N0079763","Bhatasgeir","GD","","EN","","EN","","","2011-02-14T16:01:06","2011-02-14T16:01:06",0,"new"
"N0079761","N0079764","Pairc Bhatasgeir","GD","","EN","","EN","","","2011-02-14T16:01:35","2011-02-14T16:01:35",0,"new"
"N0079762","N0079765","Cnoc an t-Solais","GD","","EN","","EN","","","2011-02-14T16:01:26","2011-02-14T16:01:26",0,"new"
"N0068413","N0079769","Dalabrog","GD","","EN","Isle of South Uist","EN","","","2011-02-21T11:51:17","2011-02-21T11:51:17",0,"new"
"N0068483","N0079770","Lional","GD","","EN","Ness Lewis","EN","","","2011-02-21T12:03:58","2011-02-21T12:03:58",0,"new"
"ES000314","N0079771","Ceann a' Bhaigh","GD","","EN","Steornabhagh","GD","","","2011-02-21T12:03:42","2011-02-21T12:03:42",0,"new"
"N0078165","N0079772","Tolastadh","GD","","EN","","EN","","","2011-02-21T12:48:40","2011-02-21T12:48:40",0,"new"
"N0078978","N0079773","Eoradal","GD","","EN","","EN","","","2011-02-21T13:53:09","2011-02-21T13:53:09",0,"new"
"N0079657","N0079875","Cnoc Shanndabhaig","GD","","EN","","EN","","","2011-03-02T14:52:59","2011-03-02T14:52:59",0,"new"
"ES000046","N0079876","Aiginis","GD","","EN","","EN","","","2011-03-02T14:52:50","2011-03-02T14:52:50",0,"new"
"ES002118","N0079877","Ceann Loch","GD","","EN","Leodhas","GD","","","2011-03-02T14:52:54","2011-03-02T14:52:54",0,"new"
"N0079699","N0079878","Torastaidh","GD","","EN","","EN","","","2011-03-02T14:53:04","2011-03-02T14:53:04",0,"new"
"N0079630","N0080355","Giubharsiadar","GD","","EN","","EN","","","2011-10-27T13:49:04","2011-10-27T13:49:04",0,"new"
"N0080353","N0080356","Ceann a-staigh Chuil","GD","","EN","","EN","","","2011-10-27T13:48:53","2011-10-27T13:48:53",0,"new"
"N0080354","N0080357","Ceann a-muigh Chuil","GD","","EN","","EN","","","2011-10-27T13:48:36","2011-10-27T13:48:36",0,"new"
"N0080511","N0080512","Cnoc Mairi","GD","","EN","","EN","","","2013-11-25T16:25:13","2013-11-25T16:25:13",0,"new"
"N0080517","N0080518","Cladach Chnoc a Lin","GD","","EN","","EN","","","2013-12-02T10:33:25","2013-12-02T10:33:25",0,"new"
"N0080520","N0080521","Mingearraidh","GD","","EN","","EN","","","2013-12-06T14:02:09","2013-12-06T14:02:09",0,"new"
"N0080522","N0080523","Peighinn nan Aoireann","GD","","EN","","EN","","","2013-12-06T14:02:16","2013-12-06T14:02:16",0,"new"
"N0080524","N0080525","Trosaraidh","GD","","EN","","EN","","","2013-12-06T14:02:22","2013-12-06T14:02:22",0,"new"
"N0080480","N0080526","Gearraidh Bhailteas","GD","","EN","","EN","","","2013-12-06T14:02:04","2013-12-06T14:02:04",0,"new"
"N0080535","N0080536","Cnoc Aiginis","GD","","EN","","EN","","","2014-02-20T11:15:38","2014-02-20T11:15:38",0,"new"
"E0057329","N0078824","Caer","CY","","EN","Chester","EN","","","2010-05-27T11:22:58","2010-05-27T11:22:58",0,"new"
